record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_replacement_risk,remote_jobs_percentage,top_hiring_role,salary_budget_change,ai_adoption_level,job_security_score,market_condition
T5432,Oracle,E-Commerce,Singapore,Mid-size,Jan,2026,6716,33.0,AI Automation,10.0,33.8,Software Engineer,7.5,6.6,4.2,Recession
T5433,Spotify,FinTech,India,Startup,Aug,2026,2350,15.3,Cost Cutting,4.4,40.0,Frontend Developer,10.9,2.2,7.9,Stable
T5434,Salesforce,AI,UK,Startup,Feb,2026,8078,26.6,Restructuring,10.0,68.6,Data Scientist,20.0,9.6,4.9,Recession
T5435,Meta,Cybersecurity,Canada,Big Tech,Aug,2024,1703,0.0,Overhiring Correction,2.3,89.2,Data Scientist,25.3,4.2,8.9,Bull Market
T5436,Anthropic,AI,Germany,Big Tech,Apr,2024,10291,34.0,Cost Cutting,10.0,61.0,ML Engineer,-9.9,4.7,2.8,Recession
T5437,Palantir,FinTech,Germany,Startup,Sep,2024,19103,21.7,Market Slowdown,7.6,87.6,ML Engineer,19.0,3.7,5.2,Recession
T5438,Meta,AI,Germany,Enterprise,Jul,2025,6647,6.3,Cost Cutting,6.0,36.9,Data Scientist,15.0,4.5,8.6,Stable
T5439,Intel,E-Commerce,India,Startup,Apr,2025,1852,5.0,AI Automation,2.4,71.4,Cybersecurity Analyst,16.0,3.9,8.0,Bull Market
T5440,Apple,E-Commerce,Germany,Big Tech,Mar,2026,4395,7.2,Market Slowdown,3.6,80.7,ML Engineer,-13.6,1.9,5.5,Stable
T5441,OpenAI,Gaming,Singapore,Enterprise,Jun,2024,5242,1.1,Overhiring Correction,8.3,38.9,Cloud Engineer,19.8,10.0,6.4,Stable
T5442,Meta,Social Media,Canada,Big Tech,Apr,2026,1148,5.5,Cost Cutting,10.0,80.8,DevOps Engineer,12.0,9.4,7.2,Bull Market
T5443,Amazon,Gaming,UK,Big Tech,Jan,2025,2321,1.9,Cost Cutting,5.3,30.2,Frontend Developer,25.6,6.1,7.2,Bull Market
T5444,NVIDIA,Gaming,USA,Enterprise,Feb,2025,5610,12.4,Market Slowdown,8.5,23.7,DevOps Engineer,10.6,8.7,5.7,Stable
T5445,Meta,Gaming,UK,Enterprise,Mar,2025,1616,3.0,Market Slowdown,8.7,87.5,Cybersecurity Analyst,17.5,6.7,7.3,Bull Market
T5446,Adobe,FinTech,Singapore,Mid-size,Dec,2026,14447,34.1,Market Slowdown,10.0,17.2,Frontend Developer,12.0,9.4,4.8,Recession
T5447,Intel,FinTech,USA,Startup,Sep,2024,1037,9.7,Market Slowdown,10.0,42.3,DevOps Engineer,0.8,9.9,4.6,Bull Market
T5448,Databricks,Cybersecurity,Germany,Big Tech,Oct,2024,643,1.5,Overhiring Correction,2.7,61.5,Software Engineer,2.6,1.5,7.9,Bull Market
T5449,Uber,E-Commerce,India,Big Tech,May,2024,4119,8.0,Restructuring,10.0,78.2,ML Engineer,5.8,9.7,6.5,Stable
T5450,Oracle,AI,Singapore,Big Tech,May,2025,4240,15.7,Market Slowdown,5.1,14.0,ML Engineer,-12.6,3.4,4.2,Stable
T5451,Spotify,AI,India,Big Tech,Apr,2025,5840,10.5,Cost Cutting,8.2,54.9,ML Engineer,10.4,3.4,5.7,Recession
T5452,Adobe,Cloud,UK,Enterprise,Feb,2026,5028,13.5,Cost Cutting,4.4,53.2,Frontend Developer,12.9,1.7,7.1,Stable
T5453,Apple,Gaming,Germany,Mid-size,Sep,2025,892,7.5,AI Automation,4.6,22.5,Product Manager,8.7,7.8,7.0,Bull Market
T5454,Intel,FinTech,USA,Startup,May,2024,4334,29.3,Market Slowdown,10.0,64.7,Cybersecurity Analyst,16.6,8.6,3.8,Recession
T5455,Apple,Gaming,Germany,Enterprise,Jul,2026,434,2.1,Overhiring Correction,10.0,26.3,Cybersecurity Analyst,-13.3,9.5,5.5,Bull Market
T5456,Meta,Cybersecurity,UK,Mid-size,Aug,2024,11758,12.9,Restructuring,5.5,46.8,Software Engineer,13.3,5.6,6.5,Recession
T5457,Amazon,Cloud,Germany,Mid-size,Jan,2026,1824,9.9,Cost Cutting,3.5,21.0,Cloud Engineer,-5.2,4.1,6.7,Bull Market
T5458,Databricks,Cloud,Germany,Startup,Mar,2025,18249,30.9,Restructuring,10.0,67.7,Product Manager,5.8,7.8,2.8,Recession
T5459,Netflix,E-Commerce,India,Mid-size,Mar,2025,1014,0.6,Restructuring,10.0,83.2,Frontend Developer,27.1,8.3,6.7,Bull Market
T5460,Oracle,E-Commerce,UK,Big Tech,Sep,2026,19666,36.9,AI Automation,10.0,85.5,Cybersecurity Analyst,-8.1,8.5,1.0,Recession
T5461,Stripe,Social Media,UK,Big Tech,Nov,2026,1406,18.1,Restructuring,10.0,43.4,DevOps Engineer,18.8,7.6,6.3,Recession
T5462,Adobe,Cybersecurity,Singapore,Mid-size,May,2026,15236,29.2,Overhiring Correction,10.0,78.0,Cloud Engineer,-3.4,9.3,1.9,Recession
T5463,Uber,Gaming,USA,Mid-size,Jun,2026,2873,3.8,Restructuring,2.0,79.8,DevOps Engineer,25.7,1.2,8.7,Stable
T5464,Netflix,Gaming,Singapore,Big Tech,Dec,2026,4454,13.8,AI Automation,8.1,80.9,Cloud Engineer,12.0,7.4,6.1,Stable
T5465,Salesforce,Cloud,Germany,Big Tech,Mar,2024,369,9.3,Cost Cutting,8.2,74.4,Product Manager,8.7,6.5,6.3,Stable
T5466,Amazon,E-Commerce,USA,Mid-size,Aug,2026,2295,6.9,AI Automation,2.5,75.9,DevOps Engineer,13.6,2.9,8.4,Bull Market
T5467,Salesforce,Cloud,UK,Startup,Apr,2024,1315,4.7,AI Automation,5.4,29.8,Product Manager,-5.4,6.0,5.2,Bull Market
T5468,Salesforce,Gaming,Singapore,Startup,Feb,2025,19450,15.6,Restructuring,10.0,88.0,Software Engineer,-2.6,9.4,4.1,Recession
T5469,Spotify,Cybersecurity,USA,Mid-size,Mar,2026,983,3.3,AI Automation,4.4,71.9,Frontend Developer,-0.2,2.4,5.9,Bull Market
T5470,Microsoft,Gaming,Canada,Mid-size,Apr,2024,13472,11.5,AI Automation,5.1,28.1,Cybersecurity Analyst,15.3,5.9,7.3,Recession
T5471,Intel,FinTech,Singapore,Mid-size,Sep,2024,14613,34.6,Market Slowdown,10.0,56.5,DevOps Engineer,6.2,4.0,2.7,Recession
T5472,OpenAI,Cloud,UK,Startup,Jan,2026,1457,15.6,Restructuring,10.0,20.0,Data Scientist,5.6,6.6,3.9,Stable
T5473,Oracle,AI,Canada,Big Tech,Dec,2025,952,3.7,Market Slowdown,3.5,20.2,ML Engineer,12.8,4.0,7.9,Bull Market
T5474,Meta,FinTech,Germany,Startup,Nov,2024,1726,7.6,Cost Cutting,8.6,26.3,Frontend Developer,-16.6,6.2,5.6,Bull Market
T5475,Adobe,Gaming,Germany,Mid-size,Feb,2026,1560,9.8,Overhiring Correction,1.6,16.1,Cybersecurity Analyst,1.6,1.0,6.4,Bull Market
T5476,Apple,Gaming,Germany,Startup,Jan,2025,2154,6.6,Cost Cutting,1.0,28.2,Cybersecurity Analyst,8.5,1.6,7.0,Bull Market
T5477,Amazon,AI,Canada,Enterprise,Jun,2025,1179,0.5,Overhiring Correction,1.0,30.3,ML Engineer,-3.1,1.1,6.9,Bull Market
T5478,Stripe,E-Commerce,Singapore,Startup,Dec,2026,463,3.5,Overhiring Correction,10.0,50.6,ML Engineer,10.5,8.7,6.6,Stable
T5479,Amazon,AI,Canada,Big Tech,Mar,2025,5429,17.7,Overhiring Correction,3.4,23.9,Data Scientist,-1.8,2.8,4.2,Recession
T5480,NVIDIA,E-Commerce,UK,Startup,Jul,2026,4012,27.8,AI Automation,10.0,30.4,Product Manager,-0.6,7.9,4.0,Recession
T5481,NVIDIA,Cybersecurity,Singapore,Mid-size,Jan,2025,89,4.5,Cost Cutting,9.0,30.3,Cloud Engineer,22.7,8.0,7.7,Bull Market
T5482,OpenAI,Cloud,USA,Big Tech,Apr,2026,469,5.1,AI Automation,5.5,47.4,Cloud Engineer,1.8,4.0,7.7,Bull Market
T5483,Uber,Cybersecurity,USA,Mid-size,Jun,2026,198,2.5,Restructuring,4.1,86.0,Software Engineer,13.7,5.5,8.9,Bull Market
T5484,Netflix,E-Commerce,USA,Big Tech,Nov,2025,1597,2.0,Restructuring,10.0,84.3,ML Engineer,-5.5,8.7,5.8,Bull Market
T5485,Adobe,Cybersecurity,UK,Big Tech,Feb,2024,1339,29.9,Cost Cutting,10.0,84.1,ML Engineer,-6.4,4.6,2.9,Recession
T5486,SAP,Cloud,Canada,Startup,Mar,2026,4986,2.7,Cost Cutting,1.3,14.3,ML Engineer,6.2,2.8,7.7,Stable
T5487,Netflix,Cloud,Canada,Big Tech,Jun,2025,13872,11.0,AI Automation,3.9,40.4,ML Engineer,-0.4,2.0,5.9,Recession
T5488,Microsoft,FinTech,Canada,Mid-size,Aug,2025,2445,30.5,Market Slowdown,10.0,56.8,Cloud Engineer,-4.7,4.5,2.5,Recession
T5489,Airbnb,Social Media,USA,Big Tech,Oct,2025,1879,11.4,Restructuring,9.9,59.7,Cybersecurity Analyst,-0.4,5.8,3.5,Stable
T5490,Palantir,AI,USA,Big Tech,Dec,2025,12396,23.6,Restructuring,8.0,58.2,ML Engineer,-0.1,5.7,5.2,Recession
T5491,Uber,E-Commerce,Germany,Mid-size,Jun,2026,3316,17.8,Market Slowdown,9.2,61.3,Cybersecurity Analyst,0.3,8.0,3.6,Stable
T5492,Google,FinTech,UK,Mid-size,Jun,2024,18608,9.0,AI Automation,7.8,66.5,DevOps Engineer,1.7,6.5,5.7,Recession
T5493,OpenAI,Social Media,Germany,Startup,Dec,2024,2830,11.8,AI Automation,10.0,75.4,Software Engineer,21.7,8.5,5.3,Recession
T5494,SAP,Gaming,India,Startup,Apr,2025,10345,9.5,Overhiring Correction,7.9,25.3,Data Scientist,13.9,6.2,6.5,Recession
T5495,Anthropic,AI,UK,Mid-size,Feb,2025,1872,4.9,Restructuring,7.7,44.6,ML Engineer,16.0,9.5,8.1,Bull Market
T5496,Stripe,E-Commerce,UK,Startup,Feb,2025,1269,1.7,Restructuring,2.3,56.5,Software Engineer,-0.5,2.7,8.2,Bull Market
T5497,Google,AI,Canada,Mid-size,Mar,2024,1845,7.2,Restructuring,10.0,20.5,Data Scientist,17.1,6.5,6.9,Bull Market
T5498,Netflix,Cloud,Germany,Startup,Feb,2025,14689,11.0,Market Slowdown,4.4,15.3,Product Manager,5.5,4.5,7.4,Recession
T5499,Apple,Gaming,Germany,Big Tech,Feb,2025,762,8.3,AI Automation,2.4,75.6,Product Manager,14.4,2.6,8.6,Bull Market
T5500,Adobe,AI,Canada,Mid-size,Jan,2024,352,8.9,Restructuring,3.4,35.4,ML Engineer,5.2,2.3,5.8,Bull Market
T5501,Amazon,Social Media,Germany,Startup,Jun,2025,5142,16.9,Market Slowdown,10.0,39.1,Cloud Engineer,-4.2,4.4,3.9,Recession
T5502,Meta,FinTech,USA,Enterprise,Oct,2026,1851,8.2,AI Automation,10.0,52.0,Data Scientist,15.9,9.8,7.2,Bull Market
T5503,Google,Gaming,UK,Big Tech,Nov,2025,6356,5.9,Cost Cutting,3.1,65.4,Product Manager,-8.2,3.4,6.7,Stable
T5504,Oracle,Cloud,UK,Enterprise,Jul,2024,214,1.8,Market Slowdown,6.0,36.1,DevOps Engineer,2.7,4.7,6.1,Bull Market
T5505,Netflix,FinTech,USA,Mid-size,Mar,2026,13978,29.5,Cost Cutting,6.9,64.5,Software Engineer,20.4,1.3,6.1,Recession
T5506,Anthropic,Gaming,Germany,Big Tech,Jul,2025,1824,7.6,Market Slowdown,3.8,33.4,Software Engineer,8.4,2.8,6.9,Bull Market
T5507,Oracle,AI,India,Enterprise,Apr,2025,6471,34.9,Restructuring,10.0,16.7,ML Engineer,-1.9,4.3,3.2,Recession
T5508,SAP,E-Commerce,UK,Startup,Oct,2024,1253,37.8,Market Slowdown,10.0,41.8,Cloud Engineer,-0.9,8.1,4.4,Recession
T5509,OpenAI,AI,Germany,Enterprise,Mar,2026,950,0.6,Restructuring,10.0,71.8,ML Engineer,-7.9,7.8,5.6,Bull Market
T5510,Databricks,Cybersecurity,Germany,Enterprise,Feb,2025,1945,6.9,Overhiring Correction,5.3,27.1,Frontend Developer,31.9,8.6,8.3,Bull Market
T5511,SAP,Cybersecurity,Canada,Startup,Feb,2025,781,10.1,AI Automation,10.0,52.3,Product Manager,2.2,9.2,5.1,Stable
T5512,Salesforce,Gaming,USA,Startup,Mar,2026,1106,5.5,Market Slowdown,5.6,77.6,Cloud Engineer,-3.1,5.4,6.6,Bull Market
T5513,Microsoft,Cloud,UK,Enterprise,Jul,2025,3619,5.3,Cost Cutting,4.3,71.5,Cloud Engineer,15.2,3.7,8.7,Stable
T5514,Amazon,Social Media,India,Big Tech,Dec,2025,282,5.9,AI Automation,4.0,31.6,DevOps Engineer,21.2,8.9,7.6,Bull Market
T5515,Stripe,AI,Singapore,Big Tech,May,2025,2681,6.2,AI Automation,10.0,32.1,Data Scientist,28.3,8.9,6.8,Stable
T5516,Palantir,FinTech,Germany,Startup,Jan,2024,2370,0.8,AI Automation,3.3,87.7,Cloud Engineer,8.4,2.2,7.5,Bull Market
T5517,OpenAI,E-Commerce,USA,Big Tech,Feb,2024,1786,8.9,AI Automation,4.0,58.8,Frontend Developer,8.9,3.4,6.8,Bull Market
T5518,Microsoft,AI,Singapore,Mid-size,Sep,2024,458,12.4,AI Automation,8.2,53.9,ML Engineer,6.3,8.4,5.7,Stable
T5519,Anthropic,Social Media,Singapore,Startup,Jan,2024,5813,16.3,Market Slowdown,8.8,41.6,ML Engineer,8.7,8.2,5.6,Stable
T5520,OpenAI,Cybersecurity,Germany,Enterprise,Jan,2024,1851,9.4,AI Automation,5.4,45.0,Cloud Engineer,17.9,1.3,8.0,Stable
T5521,Stripe,AI,Singapore,Enterprise,Jul,2026,3582,3.4,AI Automation,9.8,21.1,ML Engineer,14.8,7.6,6.2,Stable
T5522,SAP,Cybersecurity,India,Enterprise,Jul,2025,40,1.8,Cost Cutting,4.0,42.6,Data Scientist,0.2,3.6,6.8,Bull Market
T5523,Spotify,Gaming,Singapore,Mid-size,Feb,2025,5051,1.4,Restructuring,9.0,10.3,Data Scientist,17.3,6.4,6.5,Stable
T5524,Salesforce,FinTech,Singapore,Big Tech,May,2026,1438,15.0,Cost Cutting,6.6,78.5,ML Engineer,26.6,5.3,6.8,Stable
T5525,Apple,Cloud,USA,Big Tech,Dec,2024,6306,10.5,AI Automation,9.4,56.3,ML Engineer,17.2,4.9,5.3,Stable
T5526,Oracle,Cybersecurity,UK,Big Tech,Sep,2026,378,4.0,Market Slowdown,5.6,57.0,Product Manager,1.1,5.8,6.3,Bull Market
T5527,Microsoft,Social Media,Singapore,Enterprise,Apr,2025,17415,38.1,Restructuring,8.8,73.7,ML Engineer,11.3,2.3,4.8,Recession
T5528,NVIDIA,FinTech,India,Startup,Jul,2025,721,5.4,Market Slowdown,10.0,29.0,Cloud Engineer,24.7,6.3,6.5,Stable
T5529,Uber,Gaming,India,Startup,Oct,2025,5588,4.3,AI Automation,3.0,64.6,Cloud Engineer,9.7,2.7,7.8,Stable
T5530,Oracle,AI,UK,Enterprise,Dec,2024,473,0.3,Restructuring,8.7,67.5,ML Engineer,25.7,8.8,8.0,Bull Market
T5531,Microsoft,Cloud,Singapore,Enterprise,Dec,2024,4971,18.7,AI Automation,10.0,29.3,Frontend Developer,-7.4,7.2,4.0,Recession
T5532,Google,E-Commerce,Canada,Startup,Sep,2025,9639,15.2,Overhiring Correction,5.2,54.4,DevOps Engineer,5.1,4.7,5.8,Recession
T5533,Salesforce,E-Commerce,Singapore,Big Tech,Sep,2026,1100,8.4,Cost Cutting,7.0,20.9,Data Scientist,10.5,4.2,6.4,Bull Market
T5534,Google,FinTech,USA,Enterprise,Nov,2025,1034,17.6,Restructuring,10.0,40.3,Cloud Engineer,27.2,6.7,6.9,Recession
T5535,Adobe,Gaming,Germany,Mid-size,Dec,2024,625,6.8,Market Slowdown,3.6,66.2,Cloud Engineer,18.4,2.4,6.8,Bull Market
T5536,Databricks,E-Commerce,India,Big Tech,Jan,2024,17276,30.6,Restructuring,10.0,19.1,DevOps Engineer,-4.7,6.2,2.3,Recession
T5537,Anthropic,Gaming,UK,Mid-size,Feb,2026,915,9.9,Restructuring,10.0,17.5,Product Manager,20.4,9.2,6.5,Stable
T5538,Salesforce,AI,UK,Startup,Aug,2024,11374,34.3,AI Automation,10.0,63.3,ML Engineer,10.1,4.4,3.5,Recession
T5539,Microsoft,Cybersecurity,UK,Big Tech,May,2026,17354,9.2,AI Automation,6.4,36.3,DevOps Engineer,14.7,4.2,8.1,Recession
T5540,Databricks,FinTech,India,Startup,Jan,2026,2257,15.8,Market Slowdown,5.1,79.0,Cybersecurity Analyst,7.8,3.3,6.1,Stable
T5541,OpenAI,Cybersecurity,India,Startup,Aug,2026,15553,28.7,Cost Cutting,10.0,44.5,Cloud Engineer,-9.1,5.3,1.7,Recession
T5542,NVIDIA,E-Commerce,Canada,Startup,Dec,2026,312,3.0,Overhiring Correction,3.8,80.9,Product Manager,-0.1,4.8,7.1,Stable
T5543,Netflix,FinTech,USA,Big Tech,Feb,2026,3098,29.0,Market Slowdown,7.5,11.7,Data Scientist,24.0,5.2,5.6,Recession
T5544,Spotify,AI,Singapore,Big Tech,Sep,2026,1883,4.2,Overhiring Correction,5.3,69.0,Data Scientist,24.2,3.1,6.9,Bull Market
T5545,Google,Cybersecurity,Canada,Startup,Feb,2024,6990,15.6,Cost Cutting,10.0,39.6,Product Manager,12.3,7.9,5.0,Stable
T5546,Microsoft,E-Commerce,Canada,Enterprise,Sep,2024,17545,25.7,Cost Cutting,10.0,23.1,ML Engineer,0.2,10.0,3.9,Recession
T5547,Uber,Cloud,USA,Mid-size,Aug,2025,420,4.8,Cost Cutting,4.7,71.7,Frontend Developer,24.3,9.3,7.8,Stable
T5548,Intel,AI,Singapore,Mid-size,Jul,2024,7680,29.8,Restructuring,10.0,45.0,Data Scientist,8.2,7.5,4.0,Recession
T5549,Netflix,Social Media,Germany,Startup,Apr,2025,1615,2.2,Cost Cutting,6.5,88.9,Data Scientist,-3.9,4.0,6.4,Stable
T5550,OpenAI,Social Media,Singapore,Big Tech,Apr,2025,2492,9.9,Restructuring,2.5,58.8,ML Engineer,-14.8,1.3,5.0,Bull Market
T5551,Airbnb,Social Media,Germany,Enterprise,Nov,2025,83,9.4,Cost Cutting,10.0,47.1,Data Scientist,11.1,9.4,4.9,Bull Market
T5552,Google,Cybersecurity,UK,Mid-size,Oct,2024,1452,2.6,Restructuring,8.0,19.3,DevOps Engineer,19.7,9.8,7.8,Bull Market
T5553,Spotify,AI,UK,Big Tech,Mar,2025,1646,1.4,AI Automation,4.4,50.7,Data Scientist,12.1,7.5,8.8,Bull Market
T5554,Salesforce,Cybersecurity,India,Enterprise,Oct,2025,2428,6.7,Market Slowdown,3.7,60.4,Software Engineer,13.5,5.5,8.0,Bull Market
T5555,Palantir,E-Commerce,Germany,Mid-size,Nov,2024,3272,17.5,Restructuring,6.5,68.8,Cloud Engineer,8.0,2.0,6.0,Stable
T5556,Uber,E-Commerce,Canada,Enterprise,Apr,2026,4902,12.2,AI Automation,9.3,62.3,ML Engineer,12.6,6.3,4.6,Stable
T5557,Oracle,Social Media,USA,Mid-size,Feb,2024,9790,22.6,Market Slowdown,9.0,69.2,ML Engineer,3.3,7.4,3.9,Recession
T5558,Microsoft,AI,Singapore,Startup,Jan,2024,2000,0.1,AI Automation,5.6,20.5,ML Engineer,0.0,4.1,6.7,Bull Market
T5559,OpenAI,FinTech,India,Enterprise,Mar,2025,15084,30.5,Restructuring,10.0,72.7,Software Engineer,11.7,6.7,4.0,Recession
T5560,Stripe,FinTech,Canada,Enterprise,Mar,2024,3390,30.7,Cost Cutting,10.0,85.0,Data Scientist,-7.6,2.5,2.5,Recession
T5561,Apple,Cloud,India,Mid-size,Apr,2026,110,1.4,Market Slowdown,7.4,52.2,DevOps Engineer,3.6,6.0,5.3,Bull Market
T5562,OpenAI,AI,Singapore,Enterprise,Apr,2025,152,8.5,AI Automation,6.4,42.0,ML Engineer,10.7,6.5,8.2,Bull Market
T5563,Anthropic,FinTech,Canada,Big Tech,Aug,2026,6710,13.2,Cost Cutting,7.0,28.0,Product Manager,9.5,3.4,6.0,Recession
T5564,Microsoft,Cloud,USA,Big Tech,Mar,2025,13815,34.9,AI Automation,10.0,65.2,ML Engineer,-24.7,6.9,1.8,Recession
T5565,Anthropic,AI,Canada,Mid-size,Jun,2024,4570,4.3,Overhiring Correction,6.0,88.8,ML Engineer,15.3,3.2,7.3,Stable
T5566,Airbnb,AI,Germany,Enterprise,Sep,2024,698,4.7,Cost Cutting,3.9,12.0,ML Engineer,5.8,2.5,8.0,Stable
T5567,SAP,Social Media,UK,Big Tech,Sep,2024,16014,14.8,AI Automation,7.1,53.1,Product Manager,-3.5,3.7,4.8,Recession
T5568,Airbnb,Gaming,India,Big Tech,Oct,2025,714,2.4,Restructuring,7.5,52.1,Cloud Engineer,12.0,5.1,6.9,Bull Market
T5569,Netflix,FinTech,UK,Enterprise,Aug,2025,5369,5.5,AI Automation,7.0,49.2,Software Engineer,6.1,5.1,5.1,Stable
T5570,Google,FinTech,India,Enterprise,Apr,2025,495,4.5,Overhiring Correction,2.5,16.6,ML Engineer,14.1,5.1,8.4,Stable
T5571,Microsoft,Social Media,USA,Startup,Oct,2026,8791,35.1,Cost Cutting,7.3,18.9,ML Engineer,-3.5,1.2,3.3,Recession
T5572,Anthropic,FinTech,USA,Mid-size,Aug,2025,15028,10.3,Overhiring Correction,7.8,32.2,Cloud Engineer,25.5,5.4,6.0,Recession
T5573,Palantir,Gaming,India,Enterprise,Dec,2025,13912,10.0,Cost Cutting,3.8,36.5,DevOps Engineer,7.4,3.5,6.0,Recession
T5574,SAP,AI,UK,Big Tech,Jun,2024,6619,6.9,Cost Cutting,8.6,36.4,ML Engineer,8.7,4.5,6.4,Stable
T5575,Meta,E-Commerce,USA,Big Tech,Nov,2025,5052,11.4,AI Automation,9.4,25.5,Frontend Developer,25.0,6.0,6.7,Stable
T5576,NVIDIA,Cloud,India,Startup,Dec,2025,1403,5.0,AI Automation,10.0,69.9,Data Scientist,2.8,9.6,4.9,Bull Market
T5577,Microsoft,Cybersecurity,UK,Enterprise,Jan,2026,18560,32.3,Cost Cutting,10.0,50.1,Product Manager,-4.6,5.4,2.3,Recession
T5578,OpenAI,Cloud,Singapore,Startup,Nov,2024,1505,9.4,Cost Cutting,9.9,79.0,Cloud Engineer,3.8,5.7,4.5,Bull Market
T5579,OpenAI,E-Commerce,Canada,Startup,Apr,2025,3647,1.7,Overhiring Correction,8.6,58.1,Software Engineer,5.2,9.0,7.0,Stable
T5580,Uber,AI,Germany,Startup,Jan,2024,18831,22.6,Market Slowdown,10.0,24.8,ML Engineer,16.1,9.2,4.7,Recession
T5581,Intel,Cybersecurity,India,Startup,Feb,2025,2314,1.2,Cost Cutting,9.5,15.9,ML Engineer,-4.6,6.7,6.2,Stable
T5582,Spotify,E-Commerce,Singapore,Enterprise,Jul,2026,1724,5.6,Market Slowdown,4.1,55.2,Cloud Engineer,23.1,6.6,8.0,Bull Market
T5583,OpenAI,Cloud,India,Enterprise,Jul,2025,6131,14.8,Cost Cutting,10.0,84.9,Software Engineer,7.3,9.3,5.6,Stable
T5584,Stripe,Social Media,Canada,Startup,Jul,2025,2541,4.6,Overhiring Correction,1.6,86.9,Product Manager,17.4,4.0,8.0,Stable
T5585,Microsoft,Cloud,USA,Big Tech,Oct,2025,1275,9.7,Restructuring,1.7,27.1,Software Engineer,19.3,1.2,8.1,Bull Market
T5586,Palantir,Gaming,Singapore,Startup,Dec,2026,2349,3.0,Market Slowdown,3.6,34.4,Cybersecurity Analyst,8.9,4.4,6.1,Bull Market
T5587,Google,Cybersecurity,USA,Big Tech,May,2025,8972,19.3,Restructuring,6.5,25.7,Cloud Engineer,10.3,4.6,4.9,Recession
T5588,Salesforce,Social Media,Germany,Startup,May,2025,1146,25.7,Cost Cutting,8.6,60.6,DevOps Engineer,11.7,3.6,4.1,Recession
T5589,Meta,FinTech,UK,Startup,Feb,2025,11397,8.4,Market Slowdown,7.5,71.3,Cybersecurity Analyst,20.2,7.2,8.1,Recession
T5590,Oracle,E-Commerce,UK,Startup,Jan,2024,1245,27.7,Restructuring,7.1,22.1,ML Engineer,0.8,2.6,4.1,Recession
T5591,OpenAI,Gaming,UK,Mid-size,Feb,2024,1816,1.9,Market Slowdown,7.3,16.1,Software Engineer,27.1,5.6,7.8,Bull Market
T5592,Amazon,FinTech,USA,Enterprise,Jul,2026,4166,18.8,Restructuring,7.6,50.9,Software Engineer,20.5,4.9,6.0,Recession
T5593,Google,Cybersecurity,USA,Enterprise,Jun,2025,1967,13.1,Overhiring Correction,5.5,45.3,Frontend Developer,25.2,4.1,7.4,Stable
T5594,Spotify,AI,USA,Startup,Jan,2024,2176,6.6,Market Slowdown,8.9,67.0,Data Scientist,12.5,5.9,5.1,Bull Market
T5595,Oracle,FinTech,UK,Enterprise,Jul,2026,8457,36.8,Cost Cutting,10.0,87.3,DevOps Engineer,-7.7,9.8,3.0,Recession
T5596,Adobe,Social Media,Canada,Big Tech,Jun,2025,2833,6.9,AI Automation,2.8,34.3,ML Engineer,1.1,1.1,7.7,Stable
T5597,Adobe,Cybersecurity,Canada,Mid-size,Jul,2024,6611,17.5,Market Slowdown,7.7,39.1,Frontend Developer,10.3,2.6,5.9,Stable
T5598,SAP,E-Commerce,USA,Startup,Dec,2025,1419,9.8,Overhiring Correction,7.9,60.2,Software Engineer,11.2,5.1,6.9,Bull Market
T5599,Salesforce,Social Media,USA,Startup,Mar,2026,19896,12.3,AI Automation,10.0,52.3,Data Scientist,28.7,8.9,5.3,Recession
T5600,NVIDIA,FinTech,India,Enterprise,Jun,2026,1734,2.8,Market Slowdown,3.4,41.3,Data Scientist,6.0,2.5,7.3,Bull Market
T5601,Databricks,AI,UK,Mid-size,Jan,2025,1708,5.9,AI Automation,5.4,50.9,Data Scientist,26.9,3.9,8.5,Bull Market
T5602,OpenAI,FinTech,USA,Big Tech,Aug,2025,14204,37.9,Restructuring,10.0,33.9,Cloud Engineer,12.1,7.1,5.0,Recession
T5603,Uber,Gaming,USA,Startup,Mar,2026,11887,15.8,Cost Cutting,10.0,18.5,Product Manager,7.9,9.7,4.7,Recession
T5604,Microsoft,Cybersecurity,Germany,Big Tech,Mar,2025,688,9.6,Market Slowdown,7.4,82.5,Software Engineer,-10.7,8.6,4.8,Stable
T5605,NVIDIA,AI,Germany,Enterprise,Jul,2026,5841,11.1,Restructuring,5.1,82.3,Data Scientist,-8.2,7.3,6.0,Stable
T5606,Adobe,FinTech,Singapore,Mid-size,Feb,2026,3511,7.8,Overhiring Correction,4.4,61.7,Cloud Engineer,3.2,7.1,7.7,Stable
T5607,Airbnb,Cloud,Canada,Startup,Aug,2026,24,1.8,Cost Cutting,10.0,16.6,Product Manager,28.4,8.4,8.0,Bull Market
T5608,Spotify,Social Media,Singapore,Enterprise,Oct,2025,4561,15.4,Market Slowdown,5.6,84.0,ML Engineer,5.6,1.4,6.5,Stable
T5609,Stripe,AI,Singapore,Enterprise,Jan,2024,6632,8.8,Overhiring Correction,2.8,18.2,Data Scientist,9.6,4.5,7.8,Stable
T5610,Adobe,E-Commerce,UK,Enterprise,Oct,2024,4778,2.6,Market Slowdown,9.9,22.0,Product Manager,32.1,8.6,7.2,Stable
T5611,Palantir,Social Media,Canada,Big Tech,Nov,2025,12949,36.0,Cost Cutting,10.0,79.8,Software Engineer,9.1,7.3,2.7,Recession
